3,0.000000000,0.000000000,class0,true,0.000000,true,false,bit3,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,triangle_counts.bit3,1e-3,triangle_counts,0.125090705,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
4,0.000000000,0.000000000,class0,true,0.000000,true,false,bit3,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,triangle_counts.bit3,1e-3,triangle_counts,0.124905227,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
5,0.000000000,0.000000000,class0,true,0.000000,true,false,bit3,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,triangle_counts.bit3,1e-3,triangle_counts,0.125207747,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
6,0.000000000,0.000000000,class0,true,0.000000,true,false,bit3,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,triangle_counts.bit3,1e-3,triangle_counts,0.125055513,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
7,0.000000000,0.000000000,class0,true,0.000000,true,false,bit3,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,triangle_counts.bit3,1e-3,triangle_counts,0.125371976,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
0,1.937500000,15.500000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,false,1.027526008,8.218321906,true,1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000,1.937500000,undefined,0.000000000,0.50,false,false,0,triangle_counts.aggregate,1e-3,triangle_counts,0.124649179,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,orbit_equal,33|65,2359296,99932,1,0,15.500000000,7.281678094
1,1.937500000,15.500000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,false,1.027576447,8.218321906,true,1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000,1.937500000,undefined,0.000000000,0.50,false,false,0,triangle_counts.aggregate,1e-3,triangle_counts,0.124924427,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,orbit_equal,33|65,2359296,99932,1,0,15.500000000,7.281678094
2,1.937500000,15.500000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,false,1.027111901,8.218321906,true,1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000,1.937500000,undefined,0.000000000,0.50,false,false,0,triangle_counts.aggregate,1e-3,triangle_counts,0.124795224,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,orbit_equal,33|65,2359296,99932,1,0,15.500000000,7.281678094
3,1.937500000,15.500000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,false,1.027108086,8.218321906,true,1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000,1.937500000,undefined,0.000000000,0.50,false,false,0,triangle_counts.aggregate,1e-3,triangle_counts,0.125090705,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,orbit_equal,33|65,2359296,99932,1,0,15.500000000,7.281678094
4,1.937500000,15.500000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,false,1.027526432,8.218321906,true,1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000,1.937500000,undefined,0.000000000,0.50,false,false,0,triangle_counts.aggregate,1e-3,triangle_counts,0.124905227,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,orbit_equal,33|65,2359296,99932,1,0,15.500000000,7.281678094
5,1.937500000,15.500000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,false,1.027410719,8.218321906,true,1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000,1.937500000,undefined,0.000000000,0.50,false,false,0,triangle_counts.aggregate,1e-3,triangle_counts,0.125207747,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,orbit_equal,33|65,2359296,99932,1,0,15.500000000,7.281678094
6,1.937500000,15.500000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,false,1.027099609,8.218321906,true,1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000,1.937500000,undefined,0.000000000,0.50,false,false,0,triangle_counts.aggregate,1e-3,triangle_counts,0.125055513,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,orbit_equal,33|65,2359296,99932,1,0,15.500000000,7.281678094
7,1.937500000,15.500000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,false,1.026962704,8.218321906,true,1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000|1.937500000,1.937500000,undefined,0.000000000,0.50,false,false,0,triangle_counts.aggregate,1e-3,triangle_counts,0.125371976,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,orbit_equal,33|65,2359296,99932,1,0,15.500000000,7.281678094
0,1.000000000,2.000000000,class0,false,-0.503953,true,false,bit0,none,-1.000000000,1.000000000,none,none,0,10944,true,1.000000000,2.000000000,true,1.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,1.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit0,1e-3,edge_masks,0.124649179,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.701334384|-0.510061370|-0.714526783|0.207019668|0.000000000|0.000000000|0.570351825|-0.629940788|-1.000000000|-0.377964473|-0.629940788|0.755928946|-0.377964473|-0.377964473|-0.125988158|0.755928946,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
1,1.000000000,2.000000000,class0,false,-0.503953,true,false,bit0,none,-1.000000000,1.000000000,none,none,0,10944,true,1.000000000,2.000000000,true,1.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,1.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit0,1e-3,edge_masks,0.124924427,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.701334384|-0.510061370|-0.714526783|0.207019668|0.000000000|0.000000000|0.570351825|-0.629940788|-1.000000000|-0.377964473|-0.629940788|0.755928946|-0.377964473|-0.377964473|-0.125988158|0.755928946,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
2,0.000000000,2.000000000,class0,false,-0.503953,true,false,bit0,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,1.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit0,1e-3,edge_masks,0.124795224,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.701334384|-0.510061370|-0.714526783|0.207019668|0.000000000|0.000000000|0.570351825|-0.629940788|-1.000000000|-0.377964473|-0.629940788|0.755928946|-0.377964473|-0.377964473|-0.125988158|0.755928946,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
3,0.000000000,2.000000000,class0,false,-0.503953,true,false,bit0,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,1.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit0,1e-3,edge_masks,0.125090705,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.701334384|-0.510061370|-0.714526783|0.207019668|0.000000000|0.000000000|0.570351825|-0.629940788|-1.000000000|-0.377964473|-0.629940788|0.755928946|-0.377964473|-0.377964473|-0.125988158|0.755928946,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
4,0.000000000,2.000000000,class0,false,-0.503953,true,false,bit0,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,1.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit0,1e-3,edge_masks,0.124905227,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.701334384|-0.510061370|-0.714526783|0.207019668|0.000000000|0.000000000|0.570351825|-0.629940788|-1.000000000|-0.377964473|-0.629940788|0.755928946|-0.377964473|-0.377964473|-0.125988158|0.755928946,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
5,0.000000000,2.000000000,class0,false,-0.503953,true,false,bit0,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,1.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit0,1e-3,edge_masks,0.125207747,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.701334384|-0.510061370|-0.714526783|0.207019668|0.000000000|0.000000000|0.570351825|-0.629940788|-1.000000000|-0.377964473|-0.629940788|0.755928946|-0.377964473|-0.377964473|-0.125988158|0.755928946,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
6,0.000000000,2.000000000,class0,false,-0.503953,true,false,bit0,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,1.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit0,1e-3,edge_masks,0.125055513,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.701334384|-0.510061370|-0.714526783|0.207019668|0.000000000|0.000000000|0.570351825|-0.629940788|-1.000000000|-0.377964473|-0.629940788|0.755928946|-0.377964473|-0.377964473|-0.125988158|0.755928946,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
7,0.000000000,2.000000000,class0,false,-0.503953,true,false,bit0,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,1.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit0,1e-3,edge_masks,0.125371976,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.701334384|-0.510061370|-0.714526783|0.207019668|0.000000000|0.000000000|0.570351825|-0.629940788|-1.000000000|-0.377964473|-0.629940788|0.755928946|-0.377964473|-0.377964473|-0.125988158|0.755928946,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
0,0.000000000,2.000000000,class0,false,-0.125988,true,false,bit1,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,2.000000000,true,0.000000000|0.000000000|1.000000000|1.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,1.000000000,0.50,false,false,0,edge_masks.bit1,1e-3,edge_masks,0.124649179,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.318788357|-0.510061370|-0.324784901|0.207019668|0.000000000|0.000000000|0.063372425|0.000000000|0.333333333|-0.629940788|-0.251976315|0.125988158|-0.629940788|0.000000000|-0.755928946|-0.251976315,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,edge_pair,33|65,2359296,99932,1,0,2.000000000,0.000000000
